"ID","Time","User.ID","Book.ID","Page","State","Type.Code","Difficulty..1.5.","Background.Knowledge.Needed..1.5.","Graesser.Inference.Type","Question","Response","Glenn.s.rating","Amber.s.rating","Final.rating","Text.used.to.make.inference"
328,"29/08/2018 23:35",345,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The door is locked because the captain announced that he wanted to meet with all of the adults onboard to discuss an unusual problem. We are told that all adults have entered the cabin, so we can assume that the door is locked to keep everyone else, such a","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
329,"30/08/2018 15:20",346,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The meeting was for adults only and the children were locked out.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
330,"30/08/2018 18:56",347,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","To stop other people from flying the shuttle.","0,0","0,0","0,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
331,"30/08/2018 19:33",349,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The door was locked so that the kids could not get in. The adults were handling some type of emergency.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
332,"31/08/2018 12:24",354,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","They are holding a private briefing","0,5","0,5","0,5","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
333,"31/08/2018 14:39",356,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The door is locked because the adults are discussing an issue at hand that doesn't appear to concern children.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
334,"31/08/2018 16:34",357,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The door is locked because only adults are allowed inside the cockpit while they discuss the unusual problem.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
335,"31/08/2018 21:45",355,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","Because the captain needed to speak with the adults in private.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
336,"01/09/2018 01:37",363,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The captain wanted to speak with the adults only. He locked the door to avoid any kids getting in the cockpit.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
337,"01/09/2018 10:34",364,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The door is locked to keep people out of the cockpit.","0,0","0,0","0,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
338,"02/09/2018 18:40",365,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","Adults are talking inside cockpit","0,5","0,5","0,5","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
339,"02/09/2018 21:16",367,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","Because the pilot wanted to talk to the adults in the cockpit in private.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
340,"02/09/2018 21:28",368,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The door to the cockpit was locked because the captain of the space shuttle had something important he wanted to share with only the adults on board.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
341,"02/09/2018 22:43",369,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The door is locked because the captain of the ship doesn't want any children in the meeting.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
342,"03/09/2018 13:01",361,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The adults were the only people invited tot he meeting. No children were allowed to attend.","1,0","1,0","1,0","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
343,"04/09/2018 21:45",372,2,11,0,98,2,1,"casual antecedent","Why is the door locked?","The door is locked so the kids wouldn't here.","0,5","0,5","0,5","""Ladies and gentlemen, this is your captain speaking. There is something I would like to discuss with all of the adults inside the cockpit. We have run into an unusual problem.""Shiranna watched Mrs. Mosby glance at the cockpit and then back at Adam. Mrs. Mosby looked confused. After a brief pause, she headed toward the cockpit and became the last adult to enter inside its quarters. The cockpit's door slid shut. Shiranna's eyes narrowed. She glanced at Adam.""Well, come on,"" she said. Adam looked even more confused than his mother.""Come on and do what?"" he asked. Shiranna grabbed one of the handrails and started making her way to the cockpit's door. …Shiranna said, ""The captain said he wanted to speak with all of us inside the cockpit. Hurry or we might miss something."" Adam was left floating behind.He said, ""The captain said he wanted to speak with all of the adults inside the cockpit."" Shiranna stopped and turned around. She tried to make her face look as stern and adult-like as possible.""There are nine people on this shuttle and that's including us. The captain needs all the brain power he can get. So, are you coming or not?""""I guess..."" Adam said.When they arrived at the door, Shiranna tried to open it, but it was sealed shut."
344,"14/06/2018 19:32",240,2,16,0,98,NA,NA,"","Why does Shiranna’s father get sucked into a black hole in her nightmare?","because it is in her imagination and not really her father.","0,0","0,5","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
345,"16/06/2018 01:03",246,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Shiranna's father was sucked into the black hole because he was just in her imagination since she bumped her head.","0,5","1,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
346,"14/06/2018 19:44",241,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","It seems that Shiranna's dad magically appeared when she was facing a life threatening event of her own. He seems to comfort her in her time of greatest need even though he isn't physically alive. That is so cool! He fades away because he isn't actually th","0,5","0,0","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
347,"16/06/2018 14:18",247,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","They must have had a space ship accident","0,0","0,5","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
348,"20/07/2018 08:28",256,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Because this is what Shiranna believes happened to him years ago when she was a baby.","0,0","0,5","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
349,"23/07/2018 16:06",261,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","He is sucked into a black hole because  He is sucked into a black hole because she does not know what happened to him.","0,0","0,5","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
351,"01/08/2018 06:55",282,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?",".","1,0","0,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
352,"04/08/2018 16:02",295,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","A visual representation of his absence from her life since he had disappeared when she was a baby. The black hole could also be Shiranna's subconscious way of accepting her father's disappearance and likelihood of death.","1,0","0,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
353,"05/08/2018 17:17",296,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","For a moment after hitting her head, Shiranna thinks that her father is actually there with her. He says things to reassure her as she calls out to him, and she feels the texture of his hands on her. Wheh he fades into the bloack hole, this is the author's","0,0","1,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
354,"26/08/2018 16:27",327,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","The reason her father is sucked into a black hole is because he is not really there and it is her imagination so when she starts waking up he begins to disappear into the black hole.","0,0","1,0","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
355,"27/08/2018 09:50",331,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","He gets lost in space on a malfunctioning spacecraft.","0,0","1,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
356,"28/08/2018 18:55",338,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","This happens because that is probably what happened to him in real life.","0,0","1,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
357,"29/08/2018 13:23",340,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Probably because this is how he died, as implied when the book mentions Shiranna suffering the same fate"".""","0,0","1,0","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
358,"29/08/2018 14:57",330,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Shiranna's father got sucked into the black hole in her nightmare because that is what happened to him in real life, and what now might happen to her.","0,0","1,0","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
359,"30/08/2018 18:59",347,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Possibly because it happened to him in reality.","0,0","1,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
360,"31/08/2018 21:57",355,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Probably a literary device being used to show her father disappearing in some manner, or if it was a real black hole that  he went into he got sucked in because he passed the event horizon.","0,0","1,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
362,"01/09/2018 11:00",345,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","A man bumped into her, pushing her against the wall, and she hit her head. She then has a nightmare about her father first comforting her, then being sucked into a black hole. This is in part due to her fading out of consciousness, but she is also consider","0,0","1,0","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
363,"02/09/2018 21:34",368,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Shiranna had passed out after the captain said that they may be lost in space. In her nightmare her father gets sucked into the black hole, because that is what happened to him when she was a child. She has very little memory of him and all the memories sh","0,0","1,0","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
364,"04/09/2018 21:49",372,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Shiranna's father gets sucked into a black hole because that's how he died.","0,0","1,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
365,"16/06/2018 22:33",250,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Because he got lost in space ship.","0,5","0,5","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
367,"14/06/2018 16:00",238,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Her dad was not around her while growing up and she heard the story of her dad missing while on a space mission. A black hole is a place in space that pulls particles in.","0,5","0,5","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
368,"15/06/2018 13:01",243,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Because that is how she lost her father.","0,5","0,5","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
369,"15/06/2018 18:16",245,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Shiranna must have passed out and imagined her father there.  I think he gets sucked into a black hole because that represents the fact that he disappeared and no one knows where he went.  When things go into a black hole it usually means it has disappeare","1,0","1,0","1,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
370,"20/07/2018 10:51",257,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Because of the solar storm.","0,0","0,0","0,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
371,"21/07/2018 22:16",259,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","It seems Shiranna's father was killed in an accident during space travel. The ""black hole"" indicates that he died in the vacuum of space. That or an actual black hole.","0,5","0,5","0,5","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
372,"23/07/2018 17:58",262,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Her father was lost at space so in Shiranna's nightmare she sees it happen.","1,0","1,0","1,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
373,"24/07/2018 06:15",263,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Because Shiranna's father is either dead or lost, and that's how she imagines he passed away","1,0","1,0","1,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
374,"03/08/2018 09:01",289,2,16,0,98,2,2,"Instantiation of noun category","Why does Shiranna’s father get sucked into a black hole in her nightmare?","Because he disappeared in space leaving no trace","1,0","1,0","1,0","Shiranna had become rigid.  Her entire body was frozen.  It was as if she was already dead and her limbs had been paralyzed by rigor mortis.  All she could think about was her father and how she might share his same fate."
